name,clazz,w.w0,a.a0,e.c0.e0,e.c0.e1,e.c0.e2,e.c0.e3,e.c0.e4,gd.o0,gd.c0,gt.o0,gt.c0,tx.o0,tx.c0,info.n,info.target,info.targetType,info.allTypes,gd.o1,gt.o1,tx.o1,gd.o2,gt.o2,tx.o2,gd.o3,gt.o3,tx.o3
Random3,PastSync,0,1603104944,1603105003,1603105059,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,1796412,88419,338289,2,5,5,3,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT,466709,88419,2,466709,88419,2,undefined,undefined,undefined
Random3,PastSyncCond,0,1603105427,1603105464,1603105548,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,1662400,88419,350333,2,5,5,3,CONDITIONAL,CONDITIONAL:EXPLICIT:CONDITIONAL:CONDITIONAL:EXPLICIT,552095,88419,2,552095,88419,2,undefined,undefined,undefined
Random4,PresentSync,1,1603105860,1603105981,1603105981,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,1613995,42830,332762,2,6,5,2,CONDITIONAL,CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random4,PresentSyncCond,1,1603106332,1603106445,1603106445,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,1588847,42830,335550,2,6,5,2,CONDITIONAL,CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random4,PresentAsync,1,1603106803,1603106894,1603106894,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1685115,119568,304708,3,6,5,2,CONDITIONAL,CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random4,PresentAsyncCond,1,1603107235,1603107344,1603107344,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1659775,117175,309080,3,6,5,2,CONDITIONAL,CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random4,FutureAsyncCond,0,1603107664,1603107725,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1673264,69916,282720,2,6,5,2,CONDITIONAL,CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random4,FutureAsync,0,1603108094,1603108154,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1759930,153687,250878,3,6,5,2,CONDITIONAL,CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random4,PastAsync,0,1603108541,1603108602,1603108660,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1775603,133138,280986,3,6,5,2,CONDITIONAL,CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random4,PastAsyncCond,0,1603108985,1603109045,1603109103,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1631004,126778,285379,3,6,5,2,CONDITIONAL,CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random4,PastSync,0,1603109422,1603109477,1603109543,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,1703532,88419,347347,2,6,5,2,CONDITIONAL,CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random4,PastSyncCond,0,1603109858,1603109917,1603109964,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,1569584,88419,346060,2,6,5,2,CONDITIONAL,CONDITIONAL:EXPLICIT:EXPLICIT:TIMER:EXPLICIT,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random5,PresentSync,0,1603110333,1603110376,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,1614059,42830,322996,2,5,5,2,EXPLICIT,EXPLICIT:TIMER:TIMER:EXPLICIT:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random5,PresentSyncCond,0,1603110780,1603110839,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,1588847,42830,325784,2,5,5,2,EXPLICIT,EXPLICIT:TIMER:TIMER:EXPLICIT:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random5,PresentAsync,0,1603111243,1603111291,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1685115,119422,299624,3,5,5,2,EXPLICIT,EXPLICIT:TIMER:TIMER:EXPLICIT:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random5,PresentAsyncCond,0,1603111685,1603111722,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1659775,117029,304009,3,5,5,2,EXPLICIT,EXPLICIT:TIMER:TIMER:EXPLICIT:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random5,FutureAsyncCond,0,1603112115,1603112167,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1673264,22762,328140,2,5,5,2,EXPLICIT,EXPLICIT:TIMER:TIMER:EXPLICIT:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random5,FutureAsync,0,1603112585,1603112646,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1759930,109998,298320,3,5,5,2,EXPLICIT,EXPLICIT:TIMER:TIMER:EXPLICIT:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random5,PastAsync,0,1603113040,1603113099,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1775603,131760,275926,3,5,5,2,EXPLICIT,EXPLICIT:TIMER:TIMER:EXPLICIT:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random5,PastAsyncCond,0,1603113478,1603113539,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1631004,129881,280331,3,5,5,2,EXPLICIT,EXPLICIT:TIMER:TIMER:EXPLICIT:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random5,PastSync,0,1603113931,1603113988,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,1703596,88419,328966,2,5,5,2,EXPLICIT,EXPLICIT:TIMER:TIMER:EXPLICIT:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random5,PastSyncCond,0,1603114380,1603114434,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,1569584,88419,335633,2,5,5,2,EXPLICIT,EXPLICIT:TIMER:TIMER:EXPLICIT:CONDITIONAL,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Random6,PresentSync,3,1603114833,1603114893,1603115069,1603115069,1603115069,115792089237316195423570985008687907853269984665640564039457584007913129639935,276262,1660467,42830,316481,2,4,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:TIMER,276262,42830,2,undefined,undefined,undefined,undefined,undefined,undefined
Random6,PresentSyncCond,3,1603115357,1603115417,1603115570,1603115570,1603115570,115792089237316195423570985008687907853269984665640564039457584007913129639935,408130,1635319,42830,322057,2,4,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:TIMER,408130,42830,2,undefined,undefined,undefined,undefined,undefined,undefined
Random6,PresentAsync,3,1603115791,1603115851,1603116031,1603116031,1603116031,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1731587,92982,258912,3,4,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:TIMER,280678,119696,3,undefined,undefined,undefined,undefined,undefined,undefined
Random6,PresentAsyncCond,3,1603116235,1603116295,1603116451,1603116451,1603116451,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1706247,90586,267658,3,4,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:TIMER,280678,117303,3,undefined,undefined,undefined,undefined,undefined,undefined
Random6,FutureAsyncCond,0,1603116712,1603116772,1603116825,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1719736,75519,252623,2,4,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:TIMER,280678,22762,2,undefined,undefined,undefined,undefined,undefined,undefined
Random6,FutureAsync,0,1603117147,1603117207,1603117266,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1806402,164638,203548,3,4,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:TIMER,280678,95064,3,undefined,undefined,undefined,undefined,undefined,undefined
Random6,PastAsync,0,1603117598,1603117658,1603117716,1603117776,1603117836,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1822075,98925,236643,3,4,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:TIMER,280678,134530,3,undefined,undefined,undefined,undefined,undefined,undefined
Random6,PastAsyncCond,0,1603118032,1603118092,1603118152,1603118212,1603118262,115792089237316195423570985008687907853269984665640564039457584007913129639935,280678,1677476,92562,245428,3,4,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:TIMER,280678,128170,3,undefined,undefined,undefined,undefined,undefined,undefined
Random6,PastSync,0,1603118474,1603118534,1603118595,1603118647,1603118680,115792089237316195423570985008687907853269984665640564039457584007913129639935,466709,1750068,88419,339290,2,4,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:TIMER,466709,88419,2,undefined,undefined,undefined,undefined,undefined,undefined
Random6,PastSyncCond,0,1603118900,1603118960,1603118969,1603119080,1603119133,115792089237316195423570985008687907853269984665640564039457584007913129639935,552095,1616056,88419,336715,2,4,5,2,TIMER,TIMER:CONDITIONAL:CONDITIONAL:EXPLICIT:TIMER,552095,88419,2,undefined,undefined,undefined,undefined,undefined,undefined
